id,stdorToU,datetime,Ppower
MAC004017,Std,2012-07-06 12:00:00.0000000,0.021491782553729456
MAC004017,Std,2012-07-06 12:30:00.0000000,0.04804045512010113
MAC004017,Std,2012-07-06 13:00:00.0000000,0.012642225031605562
MAC004017,Std,2012-07-06 13:30:00.0000000,0.042351453855878636
MAC004017,Std,2012-07-06 14:00:00.0000000,0.035398230088495575
MAC004017,Std,2012-07-06 14:30:00.0000000,0.09039190897597976
MAC004017,Std,2012-07-06 15:00:00.0000000,0.07269279393173199
MAC004017,Std,2012-07-06 15:30:00.0000000,0.03286978508217446
MAC004017,Std,2012-07-06 16:00:00.0000000,0.04298356510745891
MAC004017,Std,2012-07-06 16:30:00.0000000,0.048672566371681415
MAC004017,Std,2012-07-06 17:00:00.0000000,0.04298356510745891
MAC004017,Std,2012-07-06 17:30:00.0000000,0.05056890012642225
MAC004017,Std,2012-07-06 18:00:00.0000000,0.04804045512010113
MAC004017,Std,2012-07-06 18:30:00.0000000,0.0461441213653603
MAC004017,Std,2012-07-06 19:00:00.0000000,0.06573957016434892
MAC004017,Std,2012-07-06 19:30:00.0000000,0.042351453855878636
MAC004017,Std,2012-07-06 20:00:00.0000000,0.0720606826801517
MAC004017,Std,2012-07-06 20:30:00.0000000,0.05056890012642225
MAC004017,Std,2012-07-06 21:00:00.0000000,0.06447534766118836
MAC004017,Std,2012-07-06 21:30:00.0000000,0.07395701643489254
MAC004017,Std,2012-07-06 22:00:00.0000000,0.01327433628318584
MAC004017,Std,2012-07-06 22:30:00.0000000,0.053729456384323644
MAC004017,Std,2012-07-06 23:00:00.0000000,0.015802781289506955
MAC004017,Std,2012-07-06 23:30:00.0000000,0.03729456384323641
MAC004017,Std,2012-07-07 00:00:00.0000000,0.03413400758533502
MAC004017,Std,2012-07-07 00:30:00.0000000,0.01327433628318584
MAC004017,Std,2012-07-07 01:00:00.0000000,0.0461441213653603
MAC004017,Std,2012-07-07 01:30:00.0000000,0.017699115044247787
MAC004017,Std,2012-07-07 02:00:00.0000000,0.0404551201011378
MAC004017,Std,2012-07-07 02:30:00.0000000,0.02970922882427307
MAC004017,Std,2012-07-07 03:00:00.0000000,0.02275600505689001
MAC004017,Std,2012-07-07 03:30:00.0000000,0.03476611883691529
MAC004017,Std,2012-07-07 04:00:00.0000000,0.01959544879898862
MAC004017,Std,2012-07-07 04:30:00.0000000,0.03792667509481668
MAC004017,Std,2012-07-07 05:00:00.0000000,0.03286978508217446
MAC004017,Std,2012-07-07 05:30:00.0000000,0.1302149178255373
MAC004017,Std,2012-07-07 06:00:00.0000000,0.084070796460177
MAC004017,Std,2012-07-07 06:30:00.0000000,0.042351453855878636
MAC004017,Std,2012-07-07 07:00:00.0000000,0.030973451327433628
MAC004017,Std,2012-07-07 07:30:00.0000000,0.03034134007585335
MAC004017,Std,2012-07-07 08:00:00.0000000,0.038558786346396964
MAC004017,Std,2012-07-07 08:30:00.0000000,0.01706700379266751
MAC004017,Std,2012-07-07 09:00:00.0000000,0.0663716814159292
MAC004017,Std,2012-07-07 09:30:00.0000000,0.01643489254108723
MAC004017,Std,2012-07-07 10:00:00.0000000,0.058154235145385584
MAC004017,Std,2012-07-07 10:30:00.0000000,0.018331226295828066
MAC004017,Std,2012-07-07 11:00:00.0000000,0.03603034134007585
MAC004017,Std,2012-07-07 11:30:00.0000000,0.02654867256637168
MAC004017,Std,2012-07-07 12:00:00.0000000,0.042351453855878636
MAC004017,Std,2012-07-07 12:30:00.0000000,0.00948166877370417
MAC004017,Std,2012-07-07 13:00:00.0000000,0.05056890012642225
MAC004017,Std,2012-07-07 13:30:00.0000000,0.023388116308470288
MAC004017,Std,2012-07-07 14:00:00.0000000,0.03603034134007585
MAC004017,Std,2012-07-07 14:30:00.0000000,0.09165613147914031
MAC004017,Std,2012-07-07 15:00:00.0000000,0.04930467762326169
MAC004017,Std,2012-07-07 15:30:00.0000000,0.01706700379266751
MAC004017,Std,2012-07-07 16:00:00.0000000,0.04108723135271808
